Star Mass (solar masses): 1.783, Star Radius (solar radii): 1.679
------------------------------------------------------------------------------------------
Time (Days),Brightness (solar luminosities),Brightness uncertainty (solar luminosities),Brightness (fractional),Brightness uncertainty (fractional)
1.11685, 10.10463030, 5.851E-3, 1.00074743, 5.794E-4
1.11685, 10.10556881, 5.297E-3, 1.00084038, 5.246E-4
1.11685, 10.10516897, 6.056E-3, 1.00080078, 5.998E-4
1.11685, 10.10475502, 5.609E-3, 1.00075979, 5.555E-4
1.11685, 10.10504062, 5.957E-3, 1.00078807, 5.900E-4
1.11685, 10.10462705, 5.474E-3, 1.00074711, 5.421E-4
1.11685, 10.10485939, 5.037E-3, 1.00077012, 4.988E-4
1.11685, 10.10534173, 6.000E-3, 1.00081789, 5.942E-4
1.11685, 10.10473038, 5.315E-3, 1.00075735, 5.264E-4
1.11685, 10.10495584, 5.865E-3, 1.00077967, 5.809E-4
1.11685, 10.10549914, 5.422E-3, 1.00083348, 5.370E-4
1.11685, 10.10562640, 5.325E-3, 1.00084609, 5.274E-4
1.11685, 10.10552666, 5.356E-3, 1.00083621, 5.305E-4
1.11685, 10.10476762, 5.091E-3, 1.00076103, 5.042E-4
1.11685, 10.10467229, 6.089E-3, 1.00075159, 6.030E-4
1.11685, 10.10462217, 5.189E-3, 1.00074663, 5.139E-4
1.11685, 10.10467621, 5.245E-3, 1.00075198, 5.195E-4
1.11685, 10.10466017, 5.697E-3, 1.00075039, 5.642E-4
1.11685, 10.10496308, 6.164E-3, 1.00078039, 6.104E-4
1.11685, 10.10492127, 5.375E-3, 1.00077625, 5.323E-4
1.11685, 10.10469581, 6.143E-3, 1.00075392, 6.084E-4
1.11685, 10.10542382, 5.129E-3, 1.00082602, 5.080E-4
1.11685, 10.10464377, 5.032E-3, 1.00074877, 4.984E-4
1.11685, 10.10502119, 6.072E-3, 1.00078615, 6.013E-4
1.11685, 10.10508223, 5.797E-3, 1.00079219, 5.742E-4
1.11685, 10.10516868, 5.187E-3, 1.00080075, 5.137E-4
1.11685, 10.10560545, 5.593E-3, 1.00084401, 5.539E-4
1.11685, 10.10509123, 5.343E-3, 1.00079308, 5.291E-4
1.11685, 10.10482097, 5.323E-3, 1.00076632, 5.271E-4
1.11685, 10.10540932, 5.078E-3, 1.00082459, 5.029E-4
1.11685, 10.10547860, 5.518E-3, 1.00083145, 5.465E-4
1.11685, 10.10534453, 5.156E-3, 1.00081817, 5.106E-4
1.11685, 10.10474318, 5.502E-3, 1.00075861, 5.449E-4
1.11685, 10.10535012, 6.104E-3, 1.00081872, 6.045E-4
1.11685, 10.10526472, 5.116E-3, 1.00081027, 5.067E-4
1.11685, 10.10554643, 6.113E-3, 1.00083817, 6.054E-4
1.11685, 10.10462406, 5.307E-3, 1.00074682, 5.256E-4
1.11685, 10.10516625, 5.491E-3, 1.00080051, 5.439E-4
1.11685, 10.10486014, 5.696E-3, 1.00077020, 5.641E-4
1.11685, 10.10471068, 5.196E-3, 1.00075539, 5.146E-4
1.11685, 10.10539473, 4.980E-3, 1.00082314, 4.932E-4
1.11685, 10.10505367, 5.103E-3, 1.00078936, 5.054E-4
1.11685, 10.10554027, 5.170E-3, 1.00083756, 5.120E-4
1.11685, 10.10564132, 5.037E-3, 1.00084756, 4.988E-4
1.11685, 10.10545774, 4.988E-3, 1.00082938, 4.940E-4
1.11685, 10.10511398, 5.420E-3, 1.00079534, 5.368E-4
1.11685, 10.10477194, 6.089E-3, 1.00076146, 6.031E-4
1.11685, 10.10520768, 5.070E-3, 1.00080462, 5.021E-4
1.11685, 10.10485017, 5.140E-3, 1.00076921, 5.091E-4
1.11685, 10.10547715, 6.115E-3, 1.00083130, 6.056E-4
1.11685, 10.10462178, 5.322E-3, 1.00074659, 5.271E-4
1.11685, 10.10474393, 5.650E-3, 1.00075869, 5.595E-4
1.11685, 10.10502586, 5.864E-3, 1.00078661, 5.808E-4
1.11685, 10.10488335, 5.600E-3, 1.00077250, 5.546E-4
1.11685, 10.10543485, 6.097E-3, 1.00082712, 6.039E-4
1.11685, 10.10463232, 5.525E-3, 1.00074763, 5.472E-4
1.11685, 10.10483285, 5.436E-3, 1.00076749, 5.384E-4
1.11685, 10.10497005, 6.037E-3, 1.00078108, 5.979E-4
1.11685, 10.10495666, 5.761E-3, 1.00077976, 5.706E-4
1.11685, 10.10530336, 5.860E-3, 1.00081409, 5.803E-4
1.11685, 10.10518377, 5.913E-3, 1.00080225, 5.856E-4
1.11685, 10.10507986, 5.087E-3, 1.00079196, 5.039E-4
1.11685, 10.10477813, 5.228E-3, 1.00076208, 5.178E-4
1.11685, 10.10482371, 5.347E-3, 1.00076659, 5.295E-4
1.11685, 10.10483378, 5.638E-3, 1.00076759, 5.584E-4
1.11685, 10.10564193, 5.884E-3, 1.00084762, 5.827E-4
1.11685, 10.10538268, 5.321E-3, 1.00082195, 5.270E-4
1.11685, 10.10479668, 5.295E-3, 1.00076391, 5.245E-4
1.11685, 10.10496455, 5.530E-3, 1.00078054, 5.477E-4
1.11685, 10.10461950, 5.842E-3, 1.00074637, 5.786E-4
1.11685, 10.10553328, 5.720E-3, 1.00083686, 5.665E-4
1.11685, 10.10507440, 5.456E-3, 1.00079142, 5.404E-4
1.11685, 10.10530695, 6.122E-3, 1.00081445, 6.063E-4
1.11685, 10.10476552, 5.092E-3, 1.00076083, 5.043E-4
1.11685, 10.10477266, 5.345E-3, 1.00076153, 5.293E-4
1.11685, 10.10511379, 5.080E-3, 1.00079532, 5.032E-4
1.11685, 10.10513160, 5.364E-3, 1.00079708, 5.313E-4
1.11685, 10.10472088, 6.100E-3, 1.00075641, 6.041E-4
1.11685, 10.10546864, 5.684E-3, 1.00083046, 5.629E-4
1.11685, 10.10520307, 5.249E-3, 1.00080416, 5.199E-4
1.11685, 10.10529411, 5.743E-3, 1.00081318, 5.688E-4
1.11685, 10.10522369, 6.046E-3, 1.00080620, 5.988E-4
1.11685, 10.10556678, 5.055E-3, 1.00084018, 5.006E-4
1.11685, 10.10467009, 5.512E-3, 1.00075138, 5.459E-4
1.11685, 10.10475008, 5.965E-3, 1.00075930, 5.908E-4
1.11685, 10.10546530, 5.575E-3, 1.00083013, 5.522E-4
1.11685, 10.10516517, 5.848E-3, 1.00080041, 5.792E-4
1.11685, 10.10505057, 5.358E-3, 1.00078906, 5.307E-4
1.11685, 10.10514495, 6.017E-3, 1.00079840, 5.959E-4
1.11685, 10.10495607, 5.533E-3, 1.00077970, 5.480E-4
1.11685, 10.10523965, 6.190E-3, 1.00080778, 6.131E-4
1.11685, 10.10546955, 5.431E-3, 1.00083055, 5.379E-4
1.11685, 10.10540442, 5.928E-3, 1.00082410, 5.871E-4
1.11685, 10.10509724, 5.019E-3, 1.00079368, 4.971E-4
1.11685, 10.10499737, 5.329E-3, 1.00078379, 5.278E-4
1.11685, 10.10523652, 4.979E-3, 1.00080747, 4.931E-4
1.11685, 10.10546717, 5.476E-3, 1.00083032, 5.423E-4
1.11685, 10.10501796, 5.318E-3, 1.00078583, 5.267E-4
1.11685, 10.10518962, 6.149E-3, 1.00080283, 6.090E-4
1.11685, 10.10518316, 5.622E-3, 1.00080219, 5.568E-4
1.11685, 10.10474523, 5.335E-3, 1.00075882, 5.284E-4
1.11685, 10.10482158, 5.423E-3, 1.00076638, 5.371E-4
1.11685, 10.10511092, 5.195E-3, 1.00079503, 5.145E-4
1.11685, 10.10486984, 5.485E-3, 1.00077116, 5.433E-4
1.11685, 10.10514194, 5.427E-3, 1.00079811, 5.374E-4
1.11685, 10.10519095, 5.042E-3, 1.00080296, 4.994E-4
1.11685, 10.10473039, 5.471E-3, 1.00075735, 5.419E-4
1.11685, 10.10558013, 5.745E-3, 1.00084150, 5.690E-4
3.14747, 10.10343725, 5.546E-3, 1.00062928, 5.493E-4
3.48198, 10.10232841, 5.051E-3, 1.00051946, 5.002E-4
3.77435, 10.10225518, 5.194E-3, 1.00051221, 5.144E-4
4.41210, 10.10095454, 5.372E-3, 1.00038339, 5.320E-4
4.62824, 10.10140010, 5.023E-3, 1.00042752, 4.975E-4
4.99346, 10.10100036, 5.396E-3, 1.00038793, 5.344E-4
5.29401, 10.10040695, 5.922E-3, 1.00032916, 5.865E-4
5.51603, 10.10020026, 5.078E-3, 1.00030869, 5.029E-4
5.66151, 10.06999501, 5.423E-3, 0.99731721, 5.371E-4
5.66323, 10.06991717, 5.012E-3, 0.99730950, 4.964E-4
5.66495, 10.06952211, 5.770E-3, 0.99727037, 5.714E-4
5.66667, 10.06986301, 5.503E-3, 0.99730413, 5.451E-4
5.66839, 10.06910242, 5.791E-3, 0.99722881, 5.736E-4
5.67011, 10.06970925, 5.079E-3, 0.99728891, 5.030E-4
5.67183, 10.06939010, 6.208E-3, 0.99725730, 6.148E-4
5.67355, 10.06974675, 5.610E-3, 0.99729262, 5.556E-4
5.67526, 10.06959689, 5.073E-3, 0.99727778, 5.024E-4
5.67698, 10.06899075, 5.974E-3, 0.99721775, 5.917E-4
5.67870, 10.06910865, 5.078E-3, 0.99722942, 5.029E-4
5.68042, 10.06880059, 5.133E-3, 0.99719891, 5.083E-4
5.68214, 10.06916487, 5.780E-3, 0.99723499, 5.725E-4
5.68275, 10.06857271, 6.114E-3, 0.99717634, 6.055E-4
5.68386, 10.06906035, 5.229E-3, 0.99722464, 5.179E-4
5.68558, 10.06918689, 5.080E-3, 0.99723717, 5.031E-4
5.68730, 10.06861483, 5.280E-3, 0.99718052, 5.229E-4
5.68902, 10.06891208, 5.746E-3, 0.99720996, 5.691E-4
5.69074, 10.06937580, 6.107E-3, 0.99725588, 6.049E-4
5.69246, 10.06849439, 5.580E-3, 0.99716859, 5.526E-4
5.69418, 10.06919135, 5.250E-3, 0.99723761, 5.200E-4
5.69590, 10.06866167, 5.752E-3, 0.99718516, 5.697E-4
5.69762, 10.06890477, 5.794E-3, 0.99720923, 5.738E-4
5.69934, 10.06868835, 5.592E-3, 0.99718780, 5.538E-4
5.70105, 10.06829513, 5.459E-3, 0.99714885, 5.407E-4
5.70277, 10.06905855, 5.598E-3, 0.99722446, 5.544E-4
5.70449, 10.06920549, 5.588E-3, 0.99723901, 5.534E-4
5.70621, 10.06918050, 5.315E-3, 0.99723654, 5.263E-4
5.70793, 10.06925191, 5.029E-3, 0.99724361, 4.981E-4
5.70965, 10.06853703, 5.310E-3, 0.99717281, 5.259E-4
5.71137, 10.06911401, 5.463E-3, 0.99722995, 5.411E-4
5.71309, 10.06859558, 5.824E-3, 0.99717861, 5.768E-4
5.71481, 10.06911145, 5.616E-3, 0.99722970, 5.562E-4
5.71653, 10.06892580, 5.772E-3, 0.99721131, 5.716E-4
5.71825, 10.06849533, 5.774E-3, 0.99716868, 5.719E-4
5.71997, 10.06887342, 5.613E-3, 0.99720613, 5.559E-4
5.72169, 10.06897368, 6.166E-3, 0.99721606, 6.106E-4
5.72341, 10.06932886, 5.599E-3, 0.99725123, 5.545E-4
5.72512, 10.06842731, 5.540E-3, 0.99716194, 5.487E-4
5.72684, 10.06861776, 6.141E-3, 0.99718081, 6.081E-4
5.72856, 10.06858407, 6.021E-3, 0.99717747, 5.963E-4
5.73028, 10.06848566, 5.831E-3, 0.99716772, 5.775E-4
5.73200, 10.06896960, 5.002E-3, 0.99721565, 4.954E-4
5.73372, 10.06947058, 5.491E-3, 0.99726527, 5.438E-4
5.73544, 10.06941618, 5.801E-3, 0.99725988, 5.745E-4
5.73716, 10.06938664, 5.799E-3, 0.99725696, 5.743E-4
5.73888, 10.06877331, 5.662E-3, 0.99719621, 5.607E-4
5.74060, 10.06942427, 5.973E-3, 0.99726068, 5.916E-4
5.74232, 10.06880665, 5.790E-3, 0.99719951, 5.734E-4
5.74404, 10.06917418, 5.243E-3, 0.99723591, 5.192E-4
5.74576, 10.06971285, 5.120E-3, 0.99728926, 5.071E-4
5.74748, 10.06944892, 5.882E-3, 0.99726312, 5.825E-4
5.74919, 10.06940501, 5.727E-3, 0.99725877, 5.672E-4
5.75091, 10.06894355, 5.036E-3, 0.99721307, 4.988E-4
5.75263, 10.06912878, 5.791E-3, 0.99723142, 5.735E-4
5.75435, 10.06898718, 5.355E-3, 0.99721739, 5.304E-4
5.75607, 10.06974017, 5.131E-3, 0.99729197, 5.081E-4
5.75779, 10.06919467, 6.026E-3, 0.99723794, 5.968E-4
5.75951, 10.06992489, 5.033E-3, 0.99731026, 4.985E-4
5.76123, 10.06976755, 5.284E-3, 0.99729468, 5.233E-4
5.76295, 10.06961373, 5.578E-3, 0.99727945, 5.524E-4
5.76467, 10.07005504, 5.013E-3, 0.99732315, 4.965E-4
5.76639, 10.06950475, 5.689E-3, 0.99726865, 5.635E-4
5.76811, 10.06986852, 5.504E-3, 0.99730468, 5.452E-4
5.76983, 10.07031690, 5.426E-3, 0.99734909, 5.374E-4
5.77155, 10.07003287, 5.785E-3, 0.99732096, 5.729E-4
5.77327, 10.07018839, 5.415E-3, 0.99733636, 5.363E-4
5.77498, 10.07055761, 5.756E-3, 0.99737293, 5.701E-4
5.77670, 10.07051156, 5.942E-3, 0.99736837, 5.885E-4
5.77842, 10.07028778, 5.736E-3, 0.99734620, 5.681E-4
5.78014, 10.07115140, 5.881E-3, 0.99743173, 5.825E-4
5.78186, 10.07098058, 4.998E-3, 0.99741482, 4.950E-4
5.78358, 10.07096092, 5.939E-3, 0.99741287, 5.882E-4
5.78530, 10.07110195, 5.158E-3, 0.99742684, 5.108E-4
5.78702, 10.07101008, 5.902E-3, 0.99741774, 5.846E-4
5.78874, 10.07112457, 6.114E-3, 0.99742908, 6.055E-4
5.79046, 10.07162312, 5.013E-3, 0.99747845, 4.965E-4
5.79218, 10.07145968, 5.712E-3, 0.99746227, 5.657E-4
5.79390, 10.07183889, 6.129E-3, 0.99749982, 6.070E-4
5.79562, 10.07141196, 4.977E-3, 0.99745754, 4.929E-4
5.79734, 10.07190149, 6.179E-3, 0.99750602, 6.119E-4
5.91720, 10.09916668, 5.771E-3, 1.00020633, 5.715E-4
6.12595, 10.09899187, 5.428E-3, 1.00018901, 5.375E-4
6.17940, 10.09943230, 6.097E-3, 1.00023263, 6.038E-4
6.35630, 10.09855276, 5.102E-3, 1.00014552, 5.053E-4
6.37686, 10.09887811, 5.756E-3, 1.00017775, 5.700E-4
6.38727, 10.09917250, 5.181E-3, 1.00020690, 5.131E-4
6.39768, 10.09854486, 5.047E-3, 1.00014474, 4.998E-4
6.40810, 10.09902096, 5.715E-3, 1.00019189, 5.660E-4
6.41851, 10.09919774, 6.198E-3, 1.00020940, 6.139E-4
6.42892, 10.09878682, 5.324E-3, 1.00016870, 5.273E-4
6.43933, 10.09912638, 6.054E-3, 1.00020233, 5.996E-4
6.44974, 10.09874171, 5.922E-3, 1.00016424, 5.865E-4
6.46015, 10.09853642, 5.793E-3, 1.00014391, 5.737E-4
6.47056, 10.09917844, 6.194E-3, 1.00020749, 6.135E-4
6.48097, 10.09899359, 6.113E-3, 1.00018918, 6.054E-4
6.49139, 10.09841637, 5.380E-3, 1.00013202, 5.329E-4
6.50180, 10.09912736, 5.175E-3, 1.00020243, 5.126E-4
6.51221, 10.09891078, 5.861E-3, 1.00018098, 5.805E-4
6.52262, 10.09835526, 5.610E-3, 1.00012596, 5.556E-4
6.53303, 10.09875166, 5.282E-3, 1.00016522, 5.231E-4
6.54344, 10.09882431, 5.895E-3, 1.00017242, 5.838E-4
6.55385, 10.09845684, 5.883E-3, 1.00013602, 5.826E-4
6.56426, 10.09898811, 5.716E-3, 1.00018864, 5.661E-4
6.57468, 10.09931149, 5.715E-3, 1.00022067, 5.660E-4
6.58509, 10.09870799, 5.785E-3, 1.00016090, 5.730E-4
6.59550, 10.09875134, 5.785E-3, 1.00016519, 5.729E-4
6.60591, 10.09882485, 6.207E-3, 1.00017247, 6.147E-4
6.61632, 10.09912765, 5.034E-3, 1.00020246, 4.985E-4
6.62673, 10.09834788, 5.797E-3, 1.00012523, 5.741E-4
6.63714, 10.09918525, 5.453E-3, 1.00020817, 5.401E-4
6.64756, 10.09902740, 6.188E-3, 1.00019253, 6.128E-4
6.65797, 10.09822433, 5.011E-3, 1.00011300, 4.963E-4
