Star Mass (solar masses): 0.671, Star Radius (solar radii): 0.686
------------------------------------------------------------------------------------------
Time (Days),Brightness (solar luminosities),Brightness uncertainty (solar luminosities),Brightness (fractional),Brightness uncertainty (fractional)
77.87914, 0.20245830, 8.096E-5, 1.00005958, 3.999E-4
77.98366, 0.20245234, 7.816E-5, 1.00003017, 3.861E-4
78.24458, 0.20245961, 7.368E-5, 1.00006604, 3.639E-4
78.46646, 0.20246053, 6.700E-5, 1.00007063, 3.310E-4
79.47673, 0.20247046, 7.965E-5, 1.00011967, 3.934E-4
79.77122, 0.20246679, 8.034E-5, 1.00010155, 3.969E-4
79.99740, 0.20246645, 6.793E-5, 1.00009983, 3.355E-4
81.18952, 0.20245925, 7.433E-5, 1.00006430, 3.672E-4
81.24780, 0.20244915, 8.085E-5, 1.00001438, 3.994E-4
81.30688, 0.20245227, 7.988E-5, 1.00002981, 3.946E-4
81.88308, 0.20247046, 6.940E-5, 1.00011965, 3.428E-4
81.89129, 0.20246740, 6.621E-5, 1.00010454, 3.270E-4
83.05566, 0.20245089, 6.616E-5, 1.00002297, 3.268E-4
83.08254, 0.20246203, 8.189E-5, 1.00007804, 4.045E-4
83.43792, 0.20245447, 7.692E-5, 1.00004070, 3.799E-4
84.20719, 0.20247084, 7.006E-5, 1.00012152, 3.461E-4
85.09340, 0.20246049, 7.495E-5, 1.00007040, 3.702E-4
85.27223, 0.20244927, 8.081E-5, 1.00001498, 3.992E-4
86.65284, 0.20245053, 7.354E-5, 1.00002121, 3.633E-4
88.47320, 0.20246937, 6.624E-5, 1.00011428, 3.272E-4
89.14584, 0.20245940, 7.678E-5, 1.00006503, 3.793E-4
89.96442, 0.20247009, 6.694E-5, 1.00011782, 3.306E-4
90.79367, 0.20246474, 7.224E-5, 1.00009140, 3.568E-4
92.77020, 0.20245918, 8.263E-5, 1.00006394, 4.082E-4
93.51654, 0.20245786, 7.012E-5, 1.00005740, 3.463E-4
93.65909, 0.20246496, 8.218E-5, 1.00009247, 4.059E-4
93.84119, 0.20245490, 7.492E-5, 1.00004282, 3.701E-4
93.85352, 0.20246567, 7.813E-5, 1.00009597, 3.859E-4
93.94316, 0.20246457, 7.729E-5, 1.00009056, 3.818E-4
93.95302, 0.20245031, 7.934E-5, 1.00002013, 3.919E-4
94.37433, 0.20245038, 7.649E-5, 1.00002047, 3.778E-4
94.82435, 0.20245523, 7.037E-5, 1.00004441, 3.476E-4
95.02902, 0.20244842, 7.855E-5, 1.00001081, 3.880E-4
98.26080, 0.20246007, 8.100E-5, 1.00006834, 4.001E-4
98.79927, 0.20246390, 7.214E-5, 1.00008727, 3.564E-4
99.10530, 0.20244756, 7.119E-5, 1.00000653, 3.516E-4
99.32913, 0.20247040, 7.688E-5, 1.00011935, 3.797E-4
99.56418, 0.20246372, 6.851E-5, 1.00008636, 3.384E-4
100.11995, 0.20245629, 7.475E-5, 1.00004964, 3.693E-4
101.23543, 0.20245901, 8.071E-5, 1.00006308, 3.987E-4
101.74721, 0.20245587, 6.748E-5, 1.00004758, 3.333E-4
101.81505, 0.20245280, 7.165E-5, 1.00003240, 3.539E-4
102.02949, 0.20245974, 6.867E-5, 1.00006670, 3.392E-4
102.18857, 0.20245071, 7.307E-5, 1.00002210, 3.609E-4
102.56756, 0.20245675, 7.030E-5, 1.00005194, 3.472E-4
102.78283, 0.20246102, 7.319E-5, 1.00007304, 3.615E-4
103.79108, 0.20246562, 6.959E-5, 1.00009574, 3.438E-4
104.16822, 0.20245540, 7.785E-5, 1.00004528, 3.846E-4
104.67253, 0.20244956, 7.557E-5, 1.00001643, 3.733E-4
104.96982, 0.20245672, 6.619E-5, 1.00005180, 3.269E-4
105.03893, 0.20245143, 6.730E-5, 1.00002564, 3.324E-4
105.05582, 0.20246385, 8.172E-5, 1.00008699, 4.037E-4
105.32486, 0.20246297, 7.116E-5, 1.00008266, 3.515E-4
106.23995, 0.20245609, 8.041E-5, 1.00004866, 3.972E-4
106.24670, 0.20244573, 8.136E-5, 0.99999749, 4.019E-4
106.61123, 0.20244645, 7.365E-5, 1.00000107, 3.638E-4
107.16238, 0.20245844, 7.154E-5, 1.00006028, 3.534E-4
107.27809, 0.20246815, 6.706E-5, 1.00010824, 3.312E-4
107.64106, 0.20246246, 6.634E-5, 1.00008013, 3.277E-4
107.76789, 0.20246592, 7.263E-5, 1.00009722, 3.587E-4
107.92683, 0.20245068, 7.051E-5, 1.00002193, 3.483E-4
108.05157, 0.20245156, 7.173E-5, 1.00002630, 3.543E-4
109.84780, 0.20246063, 7.544E-5, 1.00007111, 3.727E-4
109.97347, 0.20245981, 7.289E-5, 1.00006707, 3.601E-4
110.32056, 0.20244874, 6.976E-5, 1.00001238, 3.446E-4
112.48728, 0.20246846, 6.835E-5, 1.00010976, 3.376E-4
112.49066, 0.20244915, 7.458E-5, 1.00001440, 3.684E-4
113.01568, 0.20246540, 7.611E-5, 1.00009468, 3.759E-4
113.89058, 0.20245545, 6.891E-5, 1.00004551, 3.404E-4
113.99534, 0.20245189, 6.926E-5, 1.00002791, 3.421E-4
114.71384, 0.20246476, 7.591E-5, 1.00009152, 3.750E-4
115.06002, 0.20247187, 8.071E-5, 1.00012661, 3.987E-4
117.36229, 0.20246828, 6.964E-5, 1.00010890, 3.440E-4
117.92008, 0.20245868, 8.199E-5, 1.00006145, 4.050E-4
118.74722, 0.20245790, 7.912E-5, 1.00005763, 3.908E-4
118.81337, 0.20245020, 7.702E-5, 1.00001958, 3.804E-4
118.96430, 0.20246069, 8.223E-5, 1.00007139, 4.062E-4
119.69952, 0.20246272, 6.694E-5, 1.00008142, 3.307E-4
119.73519, 0.20246818, 7.122E-5, 1.00010842, 3.518E-4
119.93622, 0.20246485, 7.488E-5, 1.00009195, 3.699E-4
120.80275, 0.20245959, 7.547E-5, 1.00006594, 3.728E-4
120.91701, 0.20246744, 7.510E-5, 1.00010475, 3.709E-4
121.39095, 0.20244617, 8.152E-5, 0.99999966, 4.027E-4
121.45961, 0.20245581, 7.555E-5, 1.00004731, 3.732E-4
122.42759, 0.20244854, 7.012E-5, 1.00001137, 3.463E-4
122.43402, 0.20245889, 7.623E-5, 1.00006250, 3.765E-4
122.56594, 0.20246802, 8.070E-5, 1.00010762, 3.986E-4
122.99479, 0.20246999, 7.914E-5, 1.00011734, 3.909E-4
123.80021, 0.20245473, 7.925E-5, 1.00004198, 3.915E-4
124.29569, 0.20245693, 6.937E-5, 1.00005280, 3.427E-4
124.34623, 0.20245384, 7.826E-5, 1.00003758, 3.866E-4
124.46234, 0.20245089, 7.132E-5, 1.00002299, 3.523E-4
124.55328, 0.20245634, 7.612E-5, 1.00004990, 3.760E-4
125.62641, 0.20245974, 7.515E-5, 1.00006672, 3.712E-4
126.26506, 0.20244890, 7.091E-5, 1.00001316, 3.503E-4
126.62656, 0.20245738, 7.210E-5, 1.00005503, 3.561E-4
126.65675, 0.20245457, 6.915E-5, 1.00004119, 3.416E-4
127.02414, 0.20245529, 7.318E-5, 1.00004475, 3.615E-4
127.80962, 0.20246996, 6.979E-5, 1.00011719, 3.447E-4
128.03877, 0.20246458, 6.921E-5, 1.00009060, 3.419E-4
129.09449, 0.20245489, 6.936E-5, 1.00004273, 3.426E-4
129.59810, 0.20246065, 7.335E-5, 1.00007119, 3.623E-4
130.65285, 0.20246014, 7.165E-5, 1.00006867, 3.539E-4
131.66915, 0.20246241, 7.477E-5, 1.00007989, 3.693E-4
131.98613, 0.20244632, 7.847E-5, 1.00000043, 3.876E-4
132.43313, 0.20246303, 7.997E-5, 1.00008294, 3.950E-4
132.80842, 0.20245114, 7.634E-5, 1.00002424, 3.771E-4
133.16170, 0.20246143, 7.330E-5, 1.00007508, 3.621E-4
133.34843, 0.20246173, 6.775E-5, 1.00007653, 3.347E-4
133.45107, 0.20247125, 7.053E-5, 1.00012354, 3.484E-4
133.77962, 0.20246113, 6.708E-5, 1.00007355, 3.313E-4
134.55844, 0.20245477, 6.762E-5, 1.00004214, 3.340E-4
134.99717, 0.20244851, 7.066E-5, 1.00001123, 3.491E-4
137.26265, 0.20246829, 7.857E-5, 1.00010895, 3.881E-4
137.26613, 0.20244647, 7.407E-5, 1.00000115, 3.659E-4
137.26960, 0.20245706, 7.390E-5, 1.00005347, 3.650E-4
137.27307, 0.20245950, 6.933E-5, 1.00006551, 3.424E-4
137.27655, 0.20244882, 7.021E-5, 1.00001275, 3.468E-4
137.28002, 0.20246717, 6.796E-5, 1.00010339, 3.357E-4
137.28349, 0.20244487, 7.845E-5, 0.99999324, 3.875E-4
137.28697, 0.20235662, 8.018E-5, 0.99955735, 3.961E-4
137.29044, 0.20224038, 7.557E-5, 0.99898314, 3.733E-4
137.29391, 0.20213420, 8.017E-5, 0.99845869, 3.960E-4
137.29739, 0.20173210, 6.999E-5, 0.99647247, 3.457E-4
137.30086, 0.20135891, 6.837E-5, 0.99462906, 3.377E-4
137.30433, 0.20101115, 8.069E-5, 0.99291128, 3.986E-4
137.30781, 0.20074089, 8.127E-5, 0.99157633, 4.015E-4
137.31128, 0.20062310, 7.646E-5, 0.99099446, 3.777E-4
137.31475, 0.20053267, 7.720E-5, 0.99054779, 3.813E-4
137.31822, 0.20046561, 7.697E-5, 0.99021654, 3.802E-4
137.32170, 0.20038956, 6.965E-5, 0.98984088, 3.440E-4
137.32517, 0.20035568, 7.840E-5, 0.98967352, 3.873E-4
137.32864, 0.20029897, 6.899E-5, 0.98939343, 3.408E-4
137.33212, 0.20024680, 7.279E-5, 0.98913568, 3.596E-4
137.33559, 0.20020772, 7.250E-5, 0.98894266, 3.581E-4
137.33906, 0.20015898, 8.140E-5, 0.98870192, 4.021E-4
137.34254, 0.20012615, 6.879E-5, 0.98853974, 3.398E-4
137.34601, 0.20011934, 7.370E-5, 0.98850610, 3.640E-4
137.34948, 0.20008167, 7.968E-5, 0.98832004, 3.936E-4
137.35296, 0.20005771, 7.775E-5, 0.98820169, 3.841E-4
137.35643, 0.20002500, 6.958E-5, 0.98804011, 3.437E-4
137.35990, 0.20000773, 7.228E-5, 0.98795481, 3.570E-4
137.36338, 0.19999556, 7.616E-5, 0.98789470, 3.762E-4
137.36685, 0.19996157, 7.475E-5, 0.98772679, 3.692E-4
137.37032, 0.19995497, 6.864E-5, 0.98769420, 3.391E-4
137.37380, 0.19995619, 7.545E-5, 0.98770023, 3.727E-4
137.37727, 0.19991922, 7.713E-5, 0.98751757, 3.810E-4
137.38074, 0.19992285, 7.771E-5, 0.98753552, 3.839E-4
137.38422, 0.19992015, 7.466E-5, 0.98752219, 3.688E-4
137.38769, 0.19990239, 8.005E-5, 0.98743446, 3.954E-4
137.39116, 0.19988738, 7.752E-5, 0.98736034, 3.829E-4
137.39463, 0.19989303, 6.702E-5, 0.98738825, 3.310E-4
137.39811, 0.19987521, 7.179E-5, 0.98730019, 3.546E-4
137.40158, 0.19987452, 8.029E-5, 0.98729678, 3.966E-4
137.40505, 0.19988336, 7.222E-5, 0.98734047, 3.567E-4
137.40853, 0.19987680, 6.824E-5, 0.98730807, 3.371E-4
137.41200, 0.19987847, 7.016E-5, 0.98731629, 3.466E-4
137.41547, 0.19986895, 8.207E-5, 0.98726926, 4.054E-4
137.41895, 0.19988153, 7.080E-5, 0.98733141, 3.497E-4
137.42242, 0.19988447, 7.957E-5, 0.98734596, 3.930E-4
137.42589, 0.19987262, 7.330E-5, 0.98728742, 3.621E-4
137.42937, 0.19988932, 7.321E-5, 0.98736991, 3.616E-4
137.43284, 0.19989202, 8.082E-5, 0.98738324, 3.992E-4
137.43631, 0.19989103, 7.185E-5, 0.98737837, 3.549E-4
137.43979, 0.19990378, 8.009E-5, 0.98744131, 3.956E-4
137.44326, 0.19992771, 7.225E-5, 0.98755952, 3.569E-4
137.44673, 0.19992969, 7.685E-5, 0.98756930, 3.796E-4
137.45021, 0.19993473, 7.260E-5, 0.98759420, 3.586E-4
137.45368, 0.19996146, 7.994E-5, 0.98772625, 3.948E-4
137.45715, 0.19997871, 8.056E-5, 0.98781147, 3.979E-4
137.46063, 0.19997157, 7.709E-5, 0.98777620, 3.808E-4
137.46410, 0.20000499, 7.618E-5, 0.98794126, 3.763E-4
137.46757, 0.20001606, 8.182E-5, 0.98799593, 4.041E-4
137.47105, 0.20004713, 7.669E-5, 0.98814942, 3.788E-4
137.47452, 0.20008186, 7.410E-5, 0.98832096, 3.660E-4
137.47799, 0.20008585, 7.089E-5, 0.98834067, 3.501E-4
137.48146, 0.20013184, 6.807E-5, 0.98856787, 3.362E-4
137.48494, 0.20016274, 7.750E-5, 0.98872046, 3.828E-4
137.48841, 0.20020137, 7.350E-5, 0.98891130, 3.631E-4
137.49188, 0.20022184, 7.719E-5, 0.98901242, 3.813E-4
137.49536, 0.20028501, 7.418E-5, 0.98932445, 3.664E-4
137.49883, 0.20032563, 7.705E-5, 0.98952507, 3.806E-4
137.50230, 0.20037493, 7.934E-5, 0.98976862, 3.919E-4
137.50578, 0.20043637, 6.690E-5, 0.99007212, 3.304E-4
137.50925, 0.20049685, 8.062E-5, 0.99037084, 3.982E-4
137.51272, 0.20059393, 7.793E-5, 0.99085038, 3.849E-4
137.51620, 0.20067072, 7.173E-5, 0.99122969, 3.543E-4
137.51967, 0.20090095, 7.342E-5, 0.99236696, 3.627E-4
137.52314, 0.20121640, 8.002E-5, 0.99392513, 3.953E-4
137.52662, 0.20159359, 6.736E-5, 0.99578827, 3.327E-4
137.53009, 0.20206010, 7.871E-5, 0.99809267, 3.888E-4
137.53356, 0.20220225, 6.968E-5, 0.99879480, 3.442E-4
137.53704, 0.20231866, 7.719E-5, 0.99936984, 3.813E-4
137.77285, 0.20245027, 8.132E-5, 1.00001991, 4.017E-4
137.97886, 0.20244989, 6.952E-5, 1.00001804, 3.434E-4
138.57331, 0.20246346, 8.249E-5, 1.00008509, 4.075E-4
138.73484, 0.20245835, 7.624E-5, 1.00005985, 3.766E-4
139.61383, 0.20244903, 8.189E-5, 1.00001379, 4.045E-4
139.79154, 0.20245438, 8.020E-5, 1.00004024, 3.962E-4
141.21986, 0.20245872, 7.997E-5, 1.00006168, 3.950E-4
142.03200, 0.20246104, 8.214E-5, 1.00007313, 4.057E-4
143.67741, 0.20244905, 7.663E-5, 1.00001392, 3.785E-4
144.21682, 0.20245790, 8.221E-5, 1.00005760, 4.061E-4
144.26802, 0.20244907, 7.492E-5, 1.00001399, 3.701E-4
144.67055, 0.20245090, 7.880E-5, 1.00002303, 3.892E-4
145.13291, 0.20245116, 7.665E-5, 1.00002432, 3.786E-4
145.15786, 0.20246091, 7.551E-5, 1.00007250, 3.730E-4
145.93704, 0.20244720, 6.945E-5, 1.00000477, 3.431E-4
146.49446, 0.20245242, 7.884E-5, 1.00003055, 3.894E-4
146.98420, 0.20244890, 6.744E-5, 1.00001316, 3.331E-4
147.92922, 0.20245280, 6.818E-5, 1.00003241, 3.368E-4
148.63465, 0.20246809, 6.988E-5, 1.00010794, 3.452E-4
148.82797, 0.20244645, 7.211E-5, 1.00000106, 3.562E-4
148.89815, 0.20247031, 7.027E-5, 1.00011893, 3.471E-4
149.20408, 0.20245089, 7.547E-5, 1.00002299, 3.728E-4
151.04246, 0.20245484, 7.806E-5, 1.00004251, 3.856E-4
151.16179, 0.20244961, 7.945E-5, 1.00001664, 3.924E-4
151.50195, 0.20245881, 7.351E-5, 1.00006211, 3.631E-4
151.55147, 0.20244634, 7.731E-5, 1.00000050, 3.819E-4
152.37610, 0.20246176, 7.833E-5, 1.00007667, 3.869E-4
152.42748, 0.20245027, 7.890E-5, 1.00001991, 3.898E-4
152.74101, 0.20245402, 6.976E-5, 1.00003843, 3.446E-4
153.33538, 0.20245043, 7.681E-5, 1.00002069, 3.794E-4
154.38202, 0.20245760, 7.180E-5, 1.00005612, 3.547E-4
154.79241, 0.20245461, 7.199E-5, 1.00004135, 3.556E-4
155.11427, 0.20245391, 7.065E-5, 1.00003791, 3.490E-4
155.45599, 0.20246072, 6.802E-5, 1.00007155, 3.360E-4
155.49946, 0.20246853, 7.188E-5, 1.00011013, 3.551E-4
155.87486, 0.20246697, 7.580E-5, 1.00010243, 3.744E-4
157.18159, 0.20245084, 7.093E-5, 1.00002272, 3.504E-4
157.22029, 0.20245094, 8.145E-5, 1.00002321, 4.023E-4
157.30124, 0.20245530, 7.974E-5, 1.00004477, 3.939E-4
157.75681, 0.20246852, 7.710E-5, 1.00011009, 3.808E-4
158.10168, 0.20245543, 8.174E-5, 1.00004543, 4.037E-4
158.36361, 0.20245024, 7.549E-5, 1.00001979, 3.729E-4
159.37310, 0.20246597, 8.138E-5, 1.00009748, 4.020E-4
159.56904, 0.20246473, 6.940E-5, 1.00009135, 3.428E-4
160.30096, 0.20246861, 7.707E-5, 1.00011053, 3.807E-4
160.57283, 0.20247149, 7.288E-5, 1.00012475, 3.600E-4
160.89751, 0.20246408, 7.265E-5, 1.00008816, 3.588E-4
160.92372, 0.20245816, 8.092E-5, 1.00005890, 3.997E-4
162.66381, 0.20245832, 6.901E-5, 1.00005971, 3.409E-4
162.73575, 0.20246725, 7.736E-5, 1.00010382, 3.821E-4
162.97719, 0.20245369, 7.556E-5, 1.00003684, 3.732E-4
163.38141, 0.20246680, 8.225E-5, 1.00010159, 4.063E-4
163.51029, 0.20244662, 7.082E-5, 1.00000189, 3.498E-4
163.88675, 0.20246911, 6.734E-5, 1.00011297, 3.326E-4
164.10644, 0.20246795, 6.980E-5, 1.00010728, 3.448E-4
164.27027, 0.20245657, 8.001E-5, 1.00005106, 3.952E-4
164.28495, 0.20245595, 7.352E-5, 1.00004798, 3.631E-4
164.47560, 0.20244964, 7.415E-5, 1.00001683, 3.662E-4
164.84414, 0.20246835, 7.692E-5, 1.00010921, 3.799E-4
165.01455, 0.20244742, 7.033E-5, 1.00000587, 3.474E-4
165.91260, 0.20246688, 7.650E-5, 1.00010197, 3.779E-4
166.96736, 0.20245941, 7.515E-5, 1.00006506, 3.712E-4
168.46369, 0.20244980, 6.909E-5, 1.00001762, 3.413E-4
169.07870, 0.20245743, 8.194E-5, 1.00005527, 4.048E-4
169.39637, 0.20246348, 8.232E-5, 1.00008517, 4.067E-4
170.34074, 0.20246482, 7.072E-5, 1.00009178, 3.493E-4
170.36581, 0.20247184, 7.919E-5, 1.00012650, 3.912E-4
171.01589, 0.20246176, 7.899E-5, 1.00007668, 3.902E-4
171.16045, 0.20246883, 6.797E-5, 1.00011161, 3.357E-4
171.45576, 0.20246191, 6.844E-5, 1.00007741, 3.381E-4
171.98188, 0.20246694, 7.427E-5, 1.00010226, 3.668E-4
171.98609, 0.20245725, 7.778E-5, 1.00005439, 3.842E-4
172.05300, 0.20244549, 7.598E-5, 0.99999634, 3.753E-4
172.09826, 0.20244644, 7.784E-5, 1.00000101, 3.845E-4
172.27419, 0.20247006, 7.281E-5, 1.00011770, 3.597E-4
173.28442, 0.20246687, 6.667E-5, 1.00010194, 3.293E-4
174.95631, 0.20246957, 7.166E-5, 1.00011524, 3.540E-4
175.82612, 0.20246889, 7.547E-5, 1.00011190, 3.728E-4
175.82805, 0.20244714, 7.135E-5, 1.00000447, 3.525E-4
176.32448, 0.20245061, 7.563E-5, 1.00002163, 3.736E-4
176.53501, 0.20244988, 7.270E-5, 1.00001798, 3.591E-4
